"","mydata"
"4136",3156
"4137",4406
"4138",3945
"4139",3824
"4140",3216
"4141",3762
"4142",4089
"4143",4221
"4144",4286
"4145",4229
"4146",4795
"4147",4457
"4148",4449
"4149",4884
"4150",4330
"4151",4416
"4152",4253
"4153",4456
"4154",4723
"4155",4511
"4156",4036
"4157",4036
"4158",4036
"4159",4036
"4160",4373
"4161",4173
"4162",4085
"4163",3963
"4164",4184
"4165",4155
"4166",3916
"4167",4391
"4168",3966
"4169",4551
"4170",4698
"4171",4920
"4172",4720
"4173",4603
"4174",4312
"4175",4511
"4176",4121
"4177",4071
"4178",4467
"4179",4409
"4180",5081
"4181",4708
"4182",4854
"4183",4842
"4184",4515
"4185",4427
"4186",4190
"4187",4114
"4188",4731
"4189",3849
"4190",4784
"4191",4515
"4192",3901
"4193",4140
"4194",4199
"4195",4542
"4196",4697
"4197",4937
"4198",4483
"4199",3971
"4200",4189
"4201",4496
"4202",4720
"4203",4933
"4204",5191
"4205",4448
"4206",4339
"4207",4534
"4208",3913
"4209",4707
"4210",4528
"4211",4368
"4212",4123
"4213",3904
"4214",3934
"4215",4042
"4216",4100
"4217",3943
"4218",3327
"4219",4046
"4220",3966
"4221",4204
"4222",4321
"4223",4495
"4224",4602
"4225",4595
"4226",4587
"4227",4433
"4228",4429
"4229",4193
"4230",3940
"4231",4693
"4232",4592
"4233",4034
"4234",4577
"4235",4644
"4236",3415
"4237",4207
"4238",3726
"4239",4275
"4240",4709
"4241",4409
"4242",4189
"4243",4266
"4244",4072
"4245",4006
"4246",3940
"4247",4244
"4248",4386
"4249",4724
"4250",4454
"4251",4468
"4252",4358
"4253",4595
"4254",4382
"4255",4803
"4256",5050
"4257",4391
"4258",4991
"4259",3531
"4260",5195
"4261",5098
"4262",4586
"4263",4529
"4264",3760
"4265",3927
"4266",4360
"4267",2508
"4268",4022
"4269",4065
"4270",3846
"4271",3064
"4272",4066
"4273",4059
"4274",4177
"4275",3604
"4276",3460
"4277",4688
"4278",4608
"4279",3990
"4280",3927
"4281",4918
"4282",5385
"4283",4279
"4284",4427
"4285",4213
"4286",4463
"4287",4861
"4288",4796
"4289",4101
"4290",4142
"4291",2909
"4292",3781
"4293",4186
"4294",4254
"4295",3408
"4296",4052
"4297",3117
"4298",4748
"4299",4616
"4300",4624
"4301",4501
"4302",4394
"4303",4300
"4304",4696
"4305",4549
"4306",4446
"4307",4267
"4308",4614
"4309",4253
"4310",4551
"4311",4282
"4312",4179
"4313",4712
"4314",5288
"4315",4263
"4316",4639
"4317",4625
"4318",4378
"4319",4138
"4320",4251
"4321",4048
"4322",4139
"4323",3611
"4324",4729
"4325",4392
"4326",4341
"4327",4329
"4328",4223
"4329",4358
"4330",4449
"4331",4651
"4332",4878
"4333",4371
"4334",4827
"4335",4875
"4336",4561
"4337",4877
"4338",3953
"4339",4402
"4340",4528
"4341",4186
"4342",4144
"4343",4218
"4344",3996
"4345",3944
"4346",4225
"4347",4413
"4348",4262
"4349",4546
"4350",4240
"4351",4304
"4352",4360
"4353",4339
"4354",4017
"4355",4201
"4356",4657
"4357",4239
"4358",4481
"4359",4764
"4360",3967
"4361",4077
"4362",3360
"4363",4254
"4364",4216
"4365",4405
"4366",4004
"4367",4121
"4368",4377
"4369",4702
"4370",4197
"4371",4489
"4372",4203
"4373",3320
"4374",4172
"4375",4254
"4376",3865
"4377",4403
"4378",4146
"4379",4210
"4380",4358
"4381",4241
"4382",4112
"4383",4175
"4384",4386
"4385",4774
"4386",4028
"4387",4423
"4388",4828
"4389",4246
"4390",4034
"4391",4418
"4392",4067
"4393",4145
"4394",4392
"4395",4093
"4396",4736
"4397",4226
"4398",4198
"4399",4142
"4400",4730
"4401",4367
"4402",4369
"4403",4791
"4404",3622
"4405",4490
"4406",5002
"4407",4219
"4408",4536
"4409",3100
"4410",3805
"4411",3857
"4412",4061
"4413",4285
"4414",4205
"4415",4486
"4416",4600
"4417",3152
"4418",3878
"4419",4034
"4420",2986
"4421",4761
"4422",4728
"4423",4190
"4424",4567
"4425",2258
"4426",4332
"4427",4483
"4428",4610
"4429",4253
"4430",4827
"4431",4735
"4432",3651
"4433",4625
"4434",5123
"4435",4527
"4436",4384
"4437",4176
"4438",5234
"4439",4159
"4440",4868
"4441",4791
"4442",3916
"4443",4638
"4444",4340
"4445",4380
"4446",4548
"4447",4427
"4448",4809
"4449",4857
"4450",5054
"4451",3438
"4452",4493
"4453",3978
"4454",4642
"4455",3787
"4456",3224
"4457",4898
"4458",5007
"4459",2176
"4460",5437
"4461",4969
"4462",2397
"4463",5097
"4464",4465
"4465",4788
"4466",3856
"4467",3410
"4468",4052
"4469",4358
"4470",4608
"4471",4504
"4472",4580
"4473",4980
"4474",4608
"4475",5113
"4476",4502
"4477",4569
"4478",4427
"4479",5004
"4480",4967
"4481",4525
"4482",3594
"4483",3094
"4484",4672
"4485",4684
"4486",4389
"4487",4627
"4488",4606
"4489",4289
"4490",2880
"4491",4375
"4492",3845
"4493",4343
"4494",4315
"4495",4605
"4496",5034
"4497",4960
"4498",5224
"4499",5159
"4500",4771
"4501",4403
"4502",5070
"4503",4468
"4504",5391
"4505",5560
"4506",4884
"4507",5321
"4508",4272
"4509",4650
"4510",4664
"4511",4043
"4512",4420
"4513",4292
"4514",4689
"4515",4389
"4516",4384
"4517",4347
"4518",4665
"4519",4443
"4520",4757
"4521",4643
"4522",4619
"4523",5092
"4524",4826
"4525",4583
"4526",5017
"4527",5244
"4528",4338
"4529",4918
"4530",4648
"4531",3568
"4532",3117
"4533",4510
"4534",5670
"4535",5178
"4536",5192
"4537",5142
"4538",5145
"4539",5379
"4540",5178
"4541",4617
"4542",4192
"4543",4585
"4544",4406
"4545",4595
"4546",4301
"4547",4356
"4548",4599
"4549",4453
"4550",4150
"4551",4557
"4552",4515
"4553",4273
"4554",4809
"4555",4859
"4556",4731
"4557",4344
"4558",4925
"4559",4805
"4560",4980
"4561",4871
"4562",4671
"4563",4652
"4564",4801
"4565",5389
"4566",4192
"4567",4014
"4568",4516
"4569",4204
"4570",4393
"4571",4359
"4572",4497
"4573",4466
"4574",4630
"4575",4696
"4576",4555
"4577",4298
"4578",4648
"4579",4563
"4580",4566
"4581",4414
"4582",3277
"4583",3045
"4584",4342
"4585",3815
"4586",4453
"4587",4702
"4588",4916
"4589",4786
"4590",4754
"4591",4265
"4592",5056
"4593",5602
"4594",4845
"4595",4260
"4596",4551
"4597",4490
"4598",4746
"4599",4527
"4600",4010
"4601",4189
"4602",4410
"4603",4554
"4604",4172
"4605",4460
"4606",5054
"4607",4531
"4608",4702
"4609",4585
"4610",4314
"4611",4706
"4612",4426
"4613",4484
"4614",4638
"4615",3246
"4616",2988
"4617",4486
"4618",4663
"4619",4778
"4620",4514
"4621",4369
"4622",4565
"4623",4589
"4624",4502
"4625",4758
"4626",4365
"4627",4455
"4628",4914
"4629",4299
"4630",4166
"4631",4106
"4632",3762
"4633",4324
"4634",4675
"4635",4500
"4636",4478
"4637",4307
"4638",4458
"4639",4774
"4640",4720
"4641",3975
"4642",4250
"4643",4564
"4644",4496
"4645",4223
"4646",4501
"4647",4473
"4648",4197
"4649",4061
"4650",4372
"4651",4563
"4652",4414
"4653",4436
"4654",4665
"4655",4851
"4656",4872
"4657",4790
"4658",4452
"4659",4478
"4660",4507
"4661",4543
"4662",4721
"4663",4106
"4664",4128
"4665",4287
"4666",4282
"4667",4233
"4668",4608
"4669",4857
"4670",4678
"4671",4526
"4672",4111
"4673",4060
"4674",4347
"4675",4413
"4676",4308
"4677",4253
"4678",4459
"4679",4680
"4680",4830
"4681",4334
"4682",4593
"4683",4794
"4684",4712
"4685",4684
"4686",4708
"4687",4541
"4688",4766
"4689",4930
"4690",4244
"4691",4604
"4692",4184
"4693",4864
"4694",4758
"4695",4525
"4696",4670
"4697",4294
"4698",4768
"4699",4956
"4700",4435
"4701",4719
"4702",4144
"4703",4409
"4704",4564
"4705",4752
"4706",4531
"4707",4162
"4708",4415
"4709",4247
"4710",4634
"4711",4413
"4712",4349
"4713",4882
"4714",4237
"4715",4210
"4716",4328
"4717",4602
"4718",4393
"4719",4796
"4720",5429
"4721",5023
"4722",4426
"4723",4289
"4724",4292
"4725",4356
"4726",4209
"4727",4728
"4728",4536
"4729",4531
"4730",4426
"4731",4390
"4732",4420
"4733",4073
"4734",4339
"4735",4155
"4736",4708
"4737",4461
"4738",4120
"4739",4538
"4740",4402
"4741",4849
"4742",5072
"4743",4828
"4744",4491
"4745",4478
"4746",4822
"4747",4324
"4748",4594
"4749",4701
"4750",4322
"4751",4462
"4752",4162
"4753",4293
"4754",4497
"4755",4658
"4756",4583
"4757",4680
"4758",4978
"4759",4852
"4760",5070
"4761",4847
"4762",4978
"4763",5255
"4764",4854
"4765",4948
"4766",4805
"4767",3970
"4768",2459
"4769",4476
"4770",4618
"4771",4646
"4772",4948
"4773",5065
"4774",4255
"4775",4277
"4776",4235
"4777",4351
"4778",4609
"4779",4512
"4780",4549
"4781",4524
"4782",4561
"4783",4623
"4784",4849
"4785",4810
"4786",5116
"4787",5292
"4788",5270
"4789",5483
"4790",5254
"4791",4080
"4792",4712
"4793",4632
"4794",4391
"4795",4456
"4796",4386
"4797",4056
"4798",4181
"4799",4127
"4800",4942
"4801",4994
"4802",4922
"4803",4278
"4804",4447
"4805",4748
"4806",4866
"4807",4809
"4808",5117
"4809",5357
"4810",4456
"4811",4421
"4812",4668
"4813",4385
"4814",4301
"4815",4596
"4816",4550
"4817",4182
"4818",4126
"4819",4377
"4820",4257
"4821",4901
"4822",4381
"4823",4634
"4824",4668
"4825",4677
"4826",5077
"4827",5084
"4828",4615
"4829",4663
"4830",4630
"4831",4174
"4832",5133
"4833",4357
"4834",4760
"4835",4279
"4836",5284
"4837",4420
"4838",4446
"4839",4559
"4840",4510
"4841",4123
"4842",4485
"4843",4419
"4844",4213
"4845",4013
"4846",4175
"4847",4682
"4848",4350
"4849",4637
"4850",4724
"4851",4666
"4852",4591
"4853",4458
"4854",4718
"4855",4847
"4856",4680
"4857",5182
"4858",4760
"4859",4880
"4860",4883
"4861",4446
"4862",4574
"4863",4533
"4864",4506
"4865",4379
"4866",4339
"4867",4235
"4868",4581
"4869",4221
"4870",3955
"4871",4054
"4872",4850
"4873",4018
"4874",3969
"4875",4937
"4876",4928
"4877",5058
"4878",4613
"4879",4845
"4880",4464
"4881",4739
"4882",4776
"4883",5024
"4884",5047
"4885",4660
"4886",4567
"4887",4438
"4888",4182
"4889",4139
"4890",4108
"4891",4267
"4892",4155
"4893",4264
"4894",4217
"4895",4518
"4896",4274
"4897",4647
"4898",5022
"4899",4826
"4900",4759
"4901",5018
"4902",4928
"4903",5684
"4904",5462
"4905",4947
"4906",3118
"4907",4927
"4908",5084
"4909",5000
"4910",4584
"4911",4360
"4912",4217
"4913",4285
"4914",4211
"4915",4186
"4916",4054
"4917",4405
"4918",4522
"4919",4018
"4920",4314
"4921",4672
"4922",4395
"4923",4244
"4924",5056
"4925",4723
"4926",5068
"4927",4344
"4928",4805
"4929",4281
"4930",4615
"4931",4512
"4932",4168
"4933",4167
"4934",4224
"4935",4176
"4936",4361
"4937",4331
"4938",4303
"4939",4201
"4940",4464
"4941",4157
"4942",4150
"4943",4436
"4944",4573
"4945",4582
"4946",4858
"4947",4573
"4948",4938
"4949",4653
"4950",4312
"4951",4304
"4952",3638
"4953",3960
"4954",4460
"4955",4361
"4956",4413
"4957",4509
"4958",4182
"4959",4376
"4960",4106
"4961",4171
"4962",4420
"4963",4435
"4964",5127
"4965",5515
"4966",4956
"4967",4053
"4968",5021
"4969",5294
"4970",5848
"4971",4512
"4972",3303
"4973",4020
"4974",4062
"4975",4443
"4976",4710
"4977",4384
"4978",4103
"4979",4281
"4980",4334
"4981",4323
"4982",4354
"4983",4506
"4984",5308
"4985",5473
"4986",5211
"4987",5415
"4988",3676
"4989",4212
"4990",3949
"4991",3700
"4992",4645
"4993",4348
"4994",4207
"4995",4378
"4996",4154
"4997",4210
"4998",4479
"4999",4707
"5000",4964
"5001",4703
"5002",4268
"5003",5860
"5004",5700
"5005",5584
"5006",5226
"5007",4906
"5008",3080
"5009",4568
"5010",4591
"5011",4617
"5012",4494
"5013",4421
"5014",4450
"5015",4352
"5016",5276
"5017",5011
"5018",4507
"5019",5369
"5020",5401
"5021",5697
"5022",4007
"5023",5176
"5024",5288
"5025",3669
"5026",3898
"5027",4890
"5028",4658
"5029",4394
"5030",4271
"5031",4231
"5032",4483
"5033",4482
"5034",4402
"5035",4483
"5036",4537
"5037",5710
"5038",5567
"5039",5533
"5040",4171
"5041",5584
"5042",4904
"5043",3786
"5044",4464
"5045",5393
"5046",4649
"5047",4436
"5048",4482
"5049",2913
"5050",4928
"5051",5255
"5052",5519
"5053",6020
"5054",4563
"5055",4883
"5056",4950
"5057",4484
"5058",4724
"5059",4364
"5060",4184
"5061",4214
"5062",4583
"5063",4196
"5064",4469
"5065",4785
"5066",4356
"5067",5072
"5068",5705
"5069",5760
"5070",5454
"5071",5121
"5072",5575
"5073",4856
"5074",5020
"5075",5127
"5076",4304
"5077",4363
"5078",4406
"5079",4334
"5080",4306
"5081",5800
"5082",4986
"5083",5223
"5084",4979
"5085",2856
"5086",4347
"5087",4342
"5088",4439
"5089",4431
"5090",4230
"5091",4930
"5092",4809
"5093",4552
"5094",4367
"5095",4133
"5096",4250
"5097",4379
"5098",5315
"5099",4770
"5100",4921
"5101",4908
"5102",4581
"5103",4738
"5104",4389
"5105",5517
"5106",4574
"5107",4645
"5108",4761
"5109",4736
"5110",4481
"5111",4581
"5112",4363
"5113",4579
"5114",4504
"5115",4397
"5116",3986
"5117",5178
"5118",5051
"5119",4306
"5120",4487
"5121",4425
"5122",4401
"5123",NA
"5124",NA
"5125",NA
"5126",NA
"5127",3465
"5128",3845
"5129",4542
"5130",4117
"5131",3747
"5132",3844
"5133",3593
"5134",5268
"5135",4977
"5136",3516
"5137",3747
"5138",4349
"5139",4684
"5140",4788
"5141",4612
"5142",4876
"5143",4770
"5144",4601
"5145",4915
"5146",2728
"5147",3966
"5148",4540
"5149",4357
"5150",4046
"5151",4166
"5152",3765
"5153",3585
"5154",4680
"5155",3430
"5156",4005
"5157",4729
"5158",4481
"5159",4216
"5160",4273
"5161",4644
"5162",4974
"5163",4662
"5164",4259
"5165",3297
"5166",4900
"5167",3648
"5168",3879
"5169",3370
"5170",4915
"5171",4291
"5172",4801
"5173",4095
"5174",3916
"5175",3442
"5176",4962
"5177",3770
"5178",4831
"5179",4913
"5180",3974
"5181",4143
"5182",4214
"5183",4933
"5184",4495
"5185",3830
"5186",4115
"5187",4828
"5188",4164
"5189",3992
"5190",3824
"5191",4030
"5192",4707
"5193",4207
"5194",4475
"5195",4769
"5196",4485
"5197",4905
"5198",4684
"5199",4201
"5200",3728
"5201",4551
"5202",4754
"5203",4588
"5204",4216
"5205",4114
"5206",4091
"5207",4808
"5208",4338
"5209",3974
"5210",4917
"5211",4666
"5212",4367
"5213",4134
"5214",4311
"5215",3970
"5216",3988
"5217",4340
"5218",4045
"5219",5021
"5220",3930
"5221",3797
"5222",3865
"5223",4716
"5224",4594
"5225",4856
"5226",3998
"5227",3803
"5228",3617
"5229",3754
"5230",3709
"5231",4413
"5232",3635
"5233",4654
"5234",4448
"5235",3737
"5236",4086
"5237",4093
"5238",3977
"5239",4043
"5240",4480
"5241",4117
"5242",3964
"5243",3919
"5244",4668
"5245",4799
"5246",4195
"5247",4765
"5248",3973
"5249",4863
"5250",4123
"5251",4384
"5252",4826
"5253",4117
"5254",4267
"5255",4684
"5256",4635
"5257",3985
"5258",4233
"5259",3916
"5260",4341
"5261",4336
"5262",4850
"5263",5105
"5264",4493
"5265",5287
"5266",4792
"5267",4299
"5268",4320
"5269",4487
"5270",4195
"5271",4281
"5272",4399
"5273",4455
"5274",4944
"5275",4836
"5276",3970
"5277",4067
"5278",4929
"5279",4629
"5280",3742
"5281",3741
"5282",4428
"5283",4067
"5284",4609
"5285",4908
"5286",3473
"5287",3458
"5288",3447
"5289",3625
"5290",4191
"5291",4445
"5292",4430
"5293",3982
"5294",3432
"5295",4010
"5296",4345
"5297",4191
"5298",4227
"5299",4175
"5300",4514
"5301",4311
"5302",4656
"5303",4167
"5304",4114
"5305",4460
"5306",4333
"5307",4718
"5308",4767
"5309",4637
"5310",4311
"5311",4697
"5312",4774
"5313",4761
"5314",4816
"5315",3875
"5316",4362
"5317",4481
"5318",4191
"5319",3943
"5320",4241
"5321",4953
"5322",4030
"5323",4562
"5324",4403
"5325",4067
"5326",4683
"5327",4510
"5328",4768
"5329",4330
"5330",4940
"5331",4723
"5332",5331
"5333",4106
"5334",4488
"5335",4674
"5336",4276
"5337",4836
"5338",4484
"5339",3611
"5340",4313
"5341",4944
"5342",4821
"5343",4883
"5344",4899
"5345",4368
"5346",4446
"5347",4281
"5348",4005
"5349",3832
"5350",3830
"5351",3807
"5352",4244
"5353",3647
"5354",3669
"5355",3893
"5356",3541
"5357",3427
"5358",4429
"5359",4233
"5360",4112
"5361",4586
"5362",4117
"5363",4440
"5364",4206
"5365",3870
"5366",4197
"5367",4019
"5368",4406
"5369",4528
"5370",4749
"5371",4313
"5372",3924
"5373",4525
"5374",3955
"5375",4224
"5376",4981
"5377",5001
"5378",4911
"5379",4510
"5380",4308
"5381",4641
"5382",3763
"5383",4737
"5384",4249
"5385",3956
"5386",4875
"5387",4838
"5388",3787
"5389",4140
"5390",4350
"5391",5169
"5392",4255
"5393",4197
"5394",4101
"5395",4009
"5396",3980
"5397",3787
"5398",4776
"5399",3935
"5400",4011
"5401",4816
"5402",4142
"5403",3025
"5404",5256
"5405",4311
"5406",4754
"5407",4352
"5408",4899
"5409",4189
"5410",4949
"5411",4027
"5412",4503
"5413",3839
"5414",4243
"5415",3786
"5416",4340
"5417",3814
"5418",4276
"5419",3864
"5420",4497
"5421",4181
"5422",4570
"5423",4092
"5424",4147
"5425",3954
"5426",5047
"5427",5046
"5428",4706
"5429",4315
"5430",4324
"5431",4434
"5432",4584
"5433",3893
"5434",4015
"5435",4563
"5436",3674
"5437",4475
"5438",4341
"5439",4428
"5440",4219
"5441",4285
"5442",4397
"5443",4687
"5444",4083
"5445",4140
"5446",4324
"5447",4261
"5448",4608
"5449",3864
"5450",4243
"5451",3844
"5452",4203
"5453",4609
"5454",4631
"5455",4720
"5456",4686
"5457",5058
"5458",4269
"5459",4333
"5460",4476
"5461",4666
"5462",4676
"5463",4714
"5464",4282
"5465",3774
"5466",3971
"5467",4490
"5468",4139
"5469",3824
"5470",4619
"5471",4122
"5472",4346
"5473",3964
"5474",4469
"5475",3962
"5476",4086
"5477",4398
"5478",3853
"5479",4422
"5480",4043
"5481",4533
"5482",4276
"5483",2531
"5484",4899
"5485",4705
"5486",4383
"5487",4790
"5488",4412
"5489",4476
"5490",4306
"5491",4405
"5492",4219
"5493",4085
"5494",4518
"5495",4308
"5496",3607
"5497",4007
"5498",4433
"5499",4423
"5500",4709
"5501",4605
"5502",4471
"5503",4451
"5504",4820
"5505",3557
"5506",4007
"5507",4449
"5508",4526
"5509",3899
"5510",4603
"5511",4495
"5512",3976
"5513",4440
"5514",4479
"5515",3968
"5516",4487
"5517",3959
"5518",3666
"5519",4097
"5520",4495
"5521",4372
"5522",3854
"5523",4157
"5524",4353
"5525",4546
"5526",4124
"5527",4420
"5528",4393
"5529",4709
"5530",4474
"5531",4548
"5532",4151
"5533",4233
"5534",4776
"5535",4733
"5536",4471
"5537",4765
"5538",4181
"5539",4150
"5540",4383
"5541",4219
"5542",4619
"5543",4691
"5544",4643
"5545",4534
"5546",4068
"5547",4348
"5548",4628
"5549",4860
"5550",4150
"5551",4175
"5552",3970
"5553",4363
"5554",3882
"5555",3831
"5556",4437
"5557",4620
"5558",4452
"5559",4486
"5560",3924
"5561",4750
"5562",4383
"5563",3446
"5564",3967
"5565",3500
"5566",4209
"5567",4539
"5568",4582
"5569",4331
"5570",4412
"5571",4616
"5572",4190
"5573",4279
"5574",4088
"5575",4572
"5576",3905
"5577",4311
"5578",4483
"5579",4532
"5580",3647
"5581",4708
"5582",4317
"5583",3309
"5584",4530
"5585",4264
"5586",3527
"5587",4340
"5588",4555
"5589",4263
"5590",4438
"5591",4751
"5592",3732
"5593",3866
"5594",4286
"5595",3916
"5596",4639
"5597",3991
"5598",3853
"5599",4477
"5600",4169
"5601",4488
"5602",3770
"5603",3815
"5604",4520
"5605",4322
"5606",4341
"5607",4167
"5608",4548
"5609",4552
"5610",4181
"5611",3918
"5612",4408
"5613",4600
"5614",4431
"5615",4017
"5616",4179
"5617",4210
"5618",4230
"5619",4440
"5620",4285
"5621",4355
"5622",3974
"5623",3939
"5624",4121
"5625",3763
"5626",4098
"5627",4474
"5628",4820
"5629",4388
"5630",4837
"5631",4488
"5632",4083
"5633",4469
"5634",4043
"5635",4443
"5636",4428
"5637",4809
"5638",4663
"5639",4415
"5640",4318
"5641",3841
"5642",4330
"5643",1724
"5644",4294
"5645",3706
"5646",4923
"5647",4240
"5648",4125
"5649",4408
"5650",4030
"5651",4408
"5652",4952
"5653",3838
"5654",4528
"5655",4322
"5656",4629
"5657",4192
"5658",4433
"5659",4642
"5660",3848
"5661",4620
"5662",4606
"5663",3578
"5664",3819
"5665",3396
"5666",4259
"5667",3628
"5668",3849
"5669",3445
"5670",3990
"5671",4311
"5672",3722
"5673",3807
"5674",3394
"5675",4061
"5676",3626
"5677",3797
"5678",3466
"5679",4841
"5680",4787
"5681",4107
"5682",4508
"5683",4284
"5684",4663
"5685",4569
"5686",4733
"5687",4212
"5688",4679
"5689",4624
"5690",4619
"5691",4049
"5692",4620
"5693",3623
"5694",3525
"5695",4579
"5696",4634
"5697",4332
"5698",4421
"5699",4370
"5700",4656
"5701",4700
"5702",4669
"5703",4734
"5704",3856
"5705",3572
"5706",4411
"5707",4049
"5708",3693
"5709",3600
"5710",4340
"5711",2968
"5712",3355
"5713",2962
"5714",3694
"5715",3468
"5716",3081
"5717",3468
"5718",3570
"5719",3415
"5720",2510
"5721",3687
"5722",3417
"5723",3660
"5724",4107
"5725",3485
"5726",3899
"5727",2596
"5728",3476
"5729",3949
"5730",3972
"5731",3361
"5732",3892
"5733",3686
"5734",3978
"5735",3266
"5736",3232
"5737",3575
"5738",3380
"5739",2986
"5740",3503
"5741",3376
"5742",3877
"5743",2837
"5744",4708
"5745",4008
"5746",4487
"5747",5124
"5748",4430
"5749",3623
"5750",3879
"5751",5224
"5752",5711
"5753",5241
"5754",5432
"5755",3618
"5756",3747
"5757",4461
"5758",4467
"5759",4489
"5760",3739
"5761",3689
"5762",3451
"5763",4442
"5764",4058
"5765",2544
"5766",3652
"5767",4379
"5768",4476
"5769",4718
"5770",4376
"5771",3244
"5772",3291
"5773",2995
"5774",2803
"5775",2323
"5776",4272
"5777",4012
"5778",4732
"5779",4269
"5780",3986
"5781",4326
"5782",3754
"5783",4105
"5784",4312
"5785",3885
"5786",4764
"5787",4652
"5788",4196
"5789",4737
"5790",3911
"5791",4564
"5792",4522
"5793",4516
"5794",3285
"5795",4389
"5796",4350
"5797",4561
"5798",4696
"5799",4929
"5800",4769
"5801",4671
"5802",4744
"5803",3865
"5804",4343
"5805",4639
"5806",4757
"5807",4835
"5808",3954
"5809",3969
"5810",4663
"5811",4215
"5812",2323
"5813",4346
"5814",4682
"5815",4415
"5816",4113
"5817",4423
"5818",4333
"5819",4348
"5820",3960
"5821",4117
"5822",3568
"5823",4304
"5824",4661
"5825",4630
"5826",3667
"5827",4297
"5828",4183
"5829",4464
"5830",3647
"5831",4702
"5832",3973
"5833",3858
"5834",4578
"5835",4145
"5836",4830
"5837",4443
"5838",4171
"5839",4189
"5840",4600
"5841",4475
"5842",3981
"5843",4419
"5844",4619
"5845",4247
"5846",4186
"5847",4382
"5848",4560
"5849",3860
"5850",3837
"5851",3821
"5852",3950
"5853",4364
"5854",4196
"5855",4030
"5856",4228
"5857",4465
"5858",4241
"5859",3753
"5860",4520
"5861",4326
"5862",3902
"5863",4062
"5864",4728
"5865",4469
"5866",4515
"5867",4502
"5868",4421
"5869",4600
"5870",4437
"5871",4573
"5872",4539
"5873",4028
"5874",4418
"5875",4112
"5876",4482
"5877",4596
"5878",4557
"5879",4416
"5880",4265
"5881",3953
"5882",4403
"5883",4703
"5884",4444
"5885",4012
"5886",3800
"5887",4172
"5888",4750
"5889",4598
"5890",4662
"5891",4690
"5892",4729
"5893",4807
"5894",4659
"5895",4250
"5896",802
"5897",3509
"5898",3925
"5899",4462
"5900",4009
"5901",3286
"5902",4028
"5903",4528
"5904",4681
"5905",4618
"5906",4593
"5907",4086
"5908",4604
"5909",4395
"5910",4209
"5911",4720
"5912",4618
"5913",4442
"5914",4281
"5915",4543
"5916",3958
"5917",4438
"5918",3927
"5919",4578
"5920",4144
"5921",5001
"5922",3977
"5923",3704
"5924",4366
"5925",4823
"5926",3682
"5927",4256
"5928",4854
"5929",4212
"5930",4561
"5931",3993
"5932",4063
"5933",4220
"5934",4379
"5935",4114
"5936",3446
"5937",4265
"5938",4385
"5939",4376
"5940",4676
"5941",4509
"5942",4011
"5943",4053
"5944",4646
"5945",4534
"5946",4783
"5947",4822
"5948",4274
"5949",4428
"5950",4263
"5951",4445
"5952",4101
"5953",4650
"5954",4369
"5955",4009
"5956",4583
"5957",4772
"5958",4355
"5959",4345
"5960",4236
"5961",4638
"5962",4160
"5963",4636
"5964",4468
"5965",4857
"5966",4993
"5967",4738
"5968",4316
"5969",4135
"5970",3016
"5971",4127
"5972",3949
"5973",3940
"5974",4113
"5975",4046
"5976",4292
"5977",4688
"5978",4258
"5979",3923
"5980",4775
"5981",4019
"5982",3636
"5983",4015
"5984",4641
"5985",3432
"5986",4281
"5987",4866
"5988",3702
"5989",3832
"5990",4316
"5991",4524
"5992",4466
"5993",4113
"5994",4616
"5995",3499
"5996",4644
"5997",4899
"5998",4894
"5999",4150
"6000",4489
"6001",4421
"6002",4062
"6003",4288
"6004",4082
"6005",4180
"6006",4330
"6007",4147
"6008",4222
"6009",4029
"6010",4191
"6011",4337
"6012",4000
"6013",4391
"6014",4586
"6015",4371
"6016",4602
"6017",4715
"6018",4722
"6019",4651
"6020",4478
"6021",4619
"6022",4596
"6023",4819
"6024",4448
"6025",4652
"6026",4578
"6027",4483
"6028",4240
"6029",4192
"6030",4592
"6031",4327
"6032",4403
"6033",4637
"6034",4180
"6035",4220
"6036",4819
"6037",4778
"6038",4177
"6039",4856
"6040",4937
"6041",3998
"6042",4435
"6043",4759
"6044",3201
"6045",2779
"6046",3698
"6047",4632
"6048",3919
"6049",3854
"6050",4463
"6051",5203
"6052",4211
"6053",3711
"6054",4631
"6055",4669
"6056",3981
"6057",3414
"6058",3991
"6059",4116
"6060",3866
"6061",4241
"6062",3717
"6063",4022
"6064",4172
"6065",3949
"6066",3800
"6067",4459
"6068",4226
"6069",4404
"6070",3621
"6071",4197
"6072",4134
"6073",4003
"6074",4176
"6075",4148
"6076",4196
"6077",3916
"6078",4191
"6079",4300
"6080",4117
"6081",4059
"6082",4678
"6083",4584
"6084",4445
"6085",4720
"6086",4489
"6087",4656
"6088",4302
"6089",4532
"6090",4770
"6091",4402
"6092",4851
"6093",4475
"6094",4509
"6095",4439
"6096",4413
"6097",4020
"6098",4816
"6099",4834
"6100",4291
"6101",4121
"6102",4341
"6103",4787
"6104",3484
"6105",4705
"6106",4452
"6107",4566
"6108",4508
"6109",4219
"6110",2371
"6111",4267
"6112",4409
"6113",4333
"6114",3827
"6115",4153
"6116",3701
"6117",4191
"6118",3759
"6119",4217
"6120",4007
"6121",4136
"6122",4213
"6123",3726
"6124",4045
"6125",3921
"6126",4087
"6127",4142
"6128",4394
"6129",4027
"6130",4124
"6131",4117
"6132",4402
"6133",4147
"6134",4351
